person_ID,country,name_0,country_ID,governorate,name_1,governorate_ID,gov_x,gov_y,case,edu_years,level_edu_ABIII,coledu,coledu_any,age,married,student,unemployed,agriman,lowstat
3779,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,9,3,0,0,21,0,0,1,0,1
3780,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,16,6,1,1,52,1,0,0,0,0
3781,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,1,14,4,0,1,24,1,0,0,0,0
3782,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,9,3,0,0,37,1,0,0,0,0
3783,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,1,12,4,0,0,26,0,0,0,0,0
3784,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,9,3,0,0,48,1,0,0,0,0
3785,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,1,15,4,0,1,24,1,0,0,0,0
3786,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,15,5,0,0,36,1,0,0,0,0
3787,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,1,16,5,0,0,19,0,1,0,0,0
3788,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,15,5,0,0,40,0,0,0,0,0
3789,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,1,6,2,0,0,24,0,0,0,0,0
3790,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,16,6,1,1,35,1,0,0,0,0
3791,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,15,5,0,0,44,1,0,0,0,0
3792,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,0,12,4,0,0,49,1,0,0,0,0
3793,Libya,Libya,Libya,Sirte,Surt,Sirte,16.8853645324707,30.09654808044434,1,18,6,0,0,31,1,0,0,0,0
3794,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,30,0,0,0,0,0
3795,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,19,0,1,0,0,0
3796,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,21,0,1,0,0,0
3797,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,25,0,0,0,,0
3798,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,30,1,0,0,0,0
3799,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,18,0,1,0,0,0
3800,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,33,1,0,1,0,1
3801,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,9,3,0,0,50,1,0,0,0,0
3802,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,26,0,0,0,0,0
3803,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,20,0,0,0,0,0
3804,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,45,1,0,0,0,0
3805,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,9,3,0,0,62,1,0,0,0,0
3806,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,19,0,1,0,0,0
3807,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,28,0,0,0,1,1
3808,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,21,0,1,0,0,0
3809,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,35,1,0,0,0,0
3810,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,28,0,0,1,0,1
3811,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,53,0,0,1,0,1
3812,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,21,0,0,0,0,0
3813,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,21,0,0,0,1,1
3814,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,18,0,1,0,0,0
3815,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,1,13,4,0,0,23,0,0,0,0,0
3816,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,26,0,0,0,0,0
3817,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,22,0,1,0,0,0
3818,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,20,0,0,0,0,0
3819,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,19,0,1,0,0,0
3820,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,38,1,0,0,0,0
3821,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,28,0,0,0,0,0
3822,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,9,3,0,0,18,0,0,0,0,0
3823,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,24,0,0,0,0,0
3824,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,35,1,0,0,0,0
3825,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,34,1,0,0,0,0
3826,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,36,0,0,0,0,0
3827,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,20,0,1,0,0,0
3828,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,23,0,0,0,0,0
3829,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,18,0,1,0,0,0
3830,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,19,0,1,0,0,0
3831,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,6,2,0,0,51,1,0,0,0,0
3832,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,20,0,1,0,0,0
3833,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,20,0,0,0,1,1
3834,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,33,1,0,0,,0
3835,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,9,3,0,0,41,1,0,0,0,0
3836,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,26,0,0,1,0,1
3837,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,1,13,4,0,0,23,0,0,0,0,0
3838,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,1,8,2,0,0,19,0,0,0,0,0
3839,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,40,1,0,0,0,0
3840,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,53,1,0,0,0,0
3841,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,18,0,1,0,0,0
3842,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,65,1,0,0,0,0
3843,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,35,1,0,0,0,0
3844,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,20,0,0,0,,0
3845,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,40,1,0,0,0,0
3846,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,30,0,0,0,0,0
3847,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,27,0,0,0,0,0
3848,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,20,0,1,0,0,0
3849,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,58,1,0,0,0,0
3850,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,24,0,0,0,0,0
3851,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,30,0,0,0,0,0
3852,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,42,1,0,0,1,1
3853,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,40,1,0,1,0,1
3854,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,6,2,0,0,69,1,0,0,0,0
3855,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,9,3,0,0,75,1,0,0,0,0
3856,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,18,0,1,0,0,0
3857,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,49,1,0,1,0,1
3858,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,29,1,0,0,0,0
3859,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,22,0,0,0,0,0
3860,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,48,1,0,0,0,0
3861,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,45,1,0,0,0,0
3862,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,30,0,0,0,0,0
3863,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,,,,,59,1,0,0,0,0
3864,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,23,0,1,0,0,0
3865,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,36,1,0,0,0,0
3866,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,46,1,0,0,0,0
3867,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,47,1,0,0,0,0
3868,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,38,1,0,0,1,1
3869,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,31,0,0,0,0,0
3870,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,22,0,0,0,0,0
3871,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,70,1,0,0,0,0
3872,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,26,0,0,0,0,0
3873,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,23,0,1,0,0,0
3874,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,31,0,0,0,,0
3875,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,26,0,0,0,0,0
3876,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,1,13,4,0,0,24,0,0,0,0,0
3877,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,1,17,6,1,1,21,0,1,0,0,0
3878,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,23,0,1,0,0,0
3879,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,23,0,0,0,0,0
3880,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,38,1,0,0,0,0
3881,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,28,0,0,0,0,0
3882,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,9,3,0,0,45,0,0,0,0,0
3883,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,27,0,0,0,0,0
3884,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,23,0,0,0,0,0
3885,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,49,1,0,0,0,0
3886,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,64,1,0,0,0,0
3887,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,19,0,1,0,0,0
3888,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,45,1,0,0,0,0
3889,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,44,1,0,0,0,0
3890,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,49,1,0,0,0,0
3891,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,28,0,0,0,0,0
3892,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,32,1,0,0,0,0
3893,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,40,1,0,0,0,0
3894,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,26,0,0,1,0,1
3895,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,33,1,0,0,0,0
3896,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,26,1,0,0,0,0
3897,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,32,1,0,0,0,0
3898,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,23,0,1,0,0,0
3899,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,6,2,0,0,30,0,0,0,0,0
3900,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,19,0,0,0,0,0
3901,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,64,1,0,0,0,0
3902,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,,,,,70,1,0,0,,0
3903,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,34,1,0,0,0,0
3904,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,26,0,0,0,0,0
3905,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,22,0,0,0,1,1
3906,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,22,0,1,0,0,0
3907,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,21,0,1,0,0,0
3908,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,6,2,0,0,58,1,0,0,0,0
3909,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,0,1,22,0,1,0,0,0
3910,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,27,0,0,1,0,1
3911,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,16,6,1,1,20,0,0,0,0,0
3912,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,15,5,0,0,26,0,0,1,0,1
3913,Libya,Libya,Libya,Tripoli,Tripoli,Tripoli,13.37125682830811,32.67209625244141,0,12,4,0,0,18,0,1,0,0,0
3914,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,16,6,1,1,39,1,0,0,0,0
3915,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,15,5,0,0,24,0,0,1,0,1
3916,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,12,4,0,0,25,0,0,0,0,0
3917,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,15,5,0,0,21,0,1,0,0,0
3918,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,9,3,0,0,23,0,0,0,0,0
3919,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,15,5,0,0,22,0,1,0,0,0
3920,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,16,6,0,1,28,0,1,0,0,0
3921,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,12,4,0,0,26,0,0,0,1,1
3922,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,15,5,0,0,35,0,0,0,0,0
3923,Libya,Libya,Libya,Wadi al Hayaa,Wadi al Hayat,Wadi al Hayaa,12.77560329437256,26.4008731842041,0,15,5,0,0,60,1,0,0,0,0
3924,Libya,Libya,Libya,Wadi al Shatii,Wadi ash Shati',Wadi al Shatii,12.78704643249512,27.95234107971191,0,15,5,0,0,32,1,0,0,0,0
3925,Libya,Libya,Libya,Wadi al Shatii,Wadi ash Shati',Wadi al Shatii,12.78704643249512,27.95234107971191,0,15,5,0,0,44,1,0,0,0,0
3926,Libya,Libya,Libya,Wadi al Shatii,Wadi ash Shati',Wadi al Shatii,12.78704643249512,27.95234107971191,0,15,5,0,0,61,1,0,0,0,0
3927,Libya,Libya,Libya,Wadi al Shatii,Wadi ash Shati',Wadi al Shatii,12.78704643249512,27.95234107971191,0,16,6,1,1,41,1,0,0,0,0
3928,Libya,Libya,Libya,Wadi al Shatii,Wadi ash Shati',Wadi al Shatii,12.78704643249512,27.95234107971191,0,16,6,1,1,30,1,0,0,0,0
3929,Libya,Libya,Libya,Wadi al Shatii,Wadi ash Shati',Wadi al Shatii,12.78704643249512,27.95234107971191,0,15,5,0,0,39,1,0,0,0,0
3930,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,0,1,19,0,1,0,0,0
3931,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,9,3,0,0,52,1,0,0,0,0
3932,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,27,0,0,0,0,0
3933,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,60,1,0,0,0,0
3934,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,0,1,23,0,1,0,0,0
3935,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,9,3,0,0,57,1,0,0,0,0
3936,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,48,1,0,0,1,1
3937,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,33,0,0,0,0,0
3938,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,27,0,0,0,0,0
3939,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,1,13,4,0,0,23,0,0,1,0,1
3940,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,12,4,0,0,25,0,0,0,0,0
3941,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,9,3,0,0,47,1,0,1,0,1
3942,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,55,1,0,0,0,0
3943,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,0,1,21,0,1,0,0,0
3944,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,0,1,22,0,1,0,0,0
3945,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,48,1,0,0,0,0
3946,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,12,4,0,0,21,0,0,0,0,0
3947,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,30,0,0,0,0,0
3948,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,12,4,0,0,28,0,0,0,0,0
3949,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,6,2,0,0,32,1,0,1,0,1
3950,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,12,4,0,0,20,0,0,0,0,0
3951,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,53,1,0,0,0,0
3952,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,19,0,1,0,0,0
3953,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,9,3,0,0,48,1,0,0,,0
3954,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,12,4,0,0,20,0,0,0,0,0
3955,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,1,9,3,0,0,20,0,0,1,0,1
3956,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,9,3,0,0,52,1,0,1,0,1
3957,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,15,5,0,0,40,1,0,0,0,0
3958,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,12,4,0,0,19,0,1,0,0,0
3959,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,0,1,23,0,1,0,0,0
3960,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,37,1,0,0,0,0
3961,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,1,9,3,0,0,23,0,0,0,1,1
3962,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,24,1,0,0,0,0
3963,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,23,0,0,0,0,0
3964,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,20,0,0,0,0,0
3965,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,36,1,0,0,0,0
3966,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,21,0,0,0,0,0
3967,Libya,Libya,Libya,Zawiya,Az Zawiyah,Zawiya,12.5662956237793,32.47153091430664,0,16,6,1,1,58,1,0,0,0,0
3968,Morocco,,Morocco,,,,,,1,15,6,1,1,30,1,0,0,0,0
3969,Morocco,,Morocco,,,,,,1,,,0,0,,0,0,0,0,0
3970,Morocco,,Morocco,,,,,,1,,,0,0,,0,0,0,0,0
3971,Morocco,,Morocco,,,,,,1,14,5,0,0,25,0,0,0,0,0
3972,Morocco,,Morocco,,,,,,1,6,2,0,0,34,0,0,0,0,0
3973,Morocco,,Morocco,,,,,,1,12,4,0,0,39,1,0,0,1,1
